ra,dec,object_id,gmag,rmag,imag,zmag,ymag,gmag_err,rmag_err,imag_err,zmag_err,ymag_err,photoz_median,stellar_mass,sfr,ellipticity,position_angle
352.96138822273906,0.20033963682001255,42692116656192942,23.016554,21.40449,20.232103,19.774725,19.571985,0.008510759,0.002886268,0.0011968324,0.0012304218,0.002484912,0.5850023,138990000000.0,0.00010039,0.021861745106497743,-29.54966572006485
352.7111343976109,0.2503228740811132,42692254095146264,22.75653,21.211563,20.308453,19.857313,19.599398,0.011441501,0.0036884497,0.0020037785,0.0021704873,0.0038810463,0.5071127,122700000000.0,1.2739,0.07712833226400007,31.68379945957423
352.84097286851,0.816414029625801,42692266980048267,20.696878,19.436615,18.758204,18.327911,18.228844,0.0009739825,0.0004847014,0.00032178062,0.0003046245,0.00050508906,0.21910955,55606000000.0,0.014461,0.028260581877166513,257.6918890082701
352.28395661225136,0.6629196898046503,42692679296897816,23.666067,22.374567,20.948244,20.332235,20.107584,0.008735872,0.0033859047,0.0012687808,0.0010975765,0.0018587564,0.95291597,108890000000.0,1.9079,0.028896638265051955,-38.345132929856845
353.83541487821213,0.5648778080434174,42696935609480466,22.65516,21.018326,19.812996,19.332512,19.086014,0.013861896,0.004257912,0.002068111,0.0023233239,0.0029964978,0.62372774,234800000000.0,0.00010076,0.18781247277006596,22.91219199240159
353.3748151321471,0.6108922514907275,42697347926360326,23.323349,21.688658,20.658266,20.17112,19.923454,0.013770731,0.0040659322,0.0020638688,0.0022657155,0.0039209723,0.5713885,69292000000.0,0.00062855,0.11456653103658399,244.7608656763019
149.39290315638934,2.8402409592818496,43153799870708774,22.736946,21.194286,20.187054,19.780369,19.583862,0.0050965985,0.0015964818,0.00074004073,0.00077308284,0.0017183747,0.57689196,77608000000.0,0.012025,0.08215545458574802,-36.612595523946936
149.02337689421927,1.8219407836205481,43154053273772382,24.673752,24.017805,23.379122,22.703169,22.289186,0.024117459,0.019773832,0.012815155,0.011443888,0.020667043,1.1420802,57216000000.0,4.4307,0.3149428588467048,-5.284421931787776
150.95124691907986,1.7126508674149872,43158034708466187,25.627075,23.866776,22.64495,21.73764,21.335854,0.03923886,0.012279829,0.0043165046,0.0029622794,0.005693608,1.0172774,134250000000.0,0.39119,0.03015808225606209,253.92029057832127
150.36029465451304,2.2747849400328954,43158459910231786,25.467617,23.538998,22.263298,21.491957,21.30205,0.018268654,0.0043924246,0.0013947305,0.0011650602,0.0020454116,0.88351566,80860000000.0,0.24488,0.05118166397222634,264.7943573954884
150.08355672519127,2.6312449378582845,43158743378066243,21.3942,19.859629,19.250307,18.941584,18.790564,0.00094087457,0.00036509562,0.00020736059,0.0002628954,0.0004116323,0.33789706,56598000000.0,0.00010082,0.20117549410186486,-82.22388555011503
151.7128162091982,2.6538571966339823,43163003985604033,23.724874,22.8531,21.806614,21.267834,21.098717,0.039910704,0.020442039,0.01093732,0.009287065,0.021638498,0.8744423,62199000000.0,2.7615,0.35910564776294285,227.59630963040354
